id,timeid,z_neighbour,z_state
243,1,-0.45,-0.20
243,2,-0.50,-0.24
243,3,-0.59,-0.29
243,4,-0.76,-0.34
243,5,-0.64,-0.37
243,6,-0.29,-0.16
243,7,-0.29,-0.17
244,1,-0.58,-0.46
244,2,-0.71,-0.26
244,3,-0.68,-0.25
244,4,-0.83,-0.29
244,5,-0.78,-0.52
244,6,-0.75,-0.65
244,7,-0.74,-0.62
246,1,0,-0.36
246,2,0,-0.56
246,3,-0.35,-0.43
246,4,0.64,0.96
246,5,-0.64,-0.48
246,6,-2.01,-0.44
246,7,-1.34,-0.33
247,1,-0.46,-0.50
247,2,0,0
247,3,-0.30,-0.47
247,4,2.42,-0.21
247,5,3.47,-0.16
247,6,2.73,-0.24
247,7,1.54,-0.32
248,1,0,-0.17
248,2,-0.53,-0.52
248,3,-0.54,-0.46
248,4,-0.45,-0.19
248,5,-0.33,0.01
248,6,-0.40,-0.09
248,7,-0.53,-0.31
249,1,-0.82,-0.20
249,2,-0.50,-0.24
249,3,-0.79,-0.31
249,4,-1.05,-0.36
249,5,-0.90,-0.24
249,6,-0.89,-0.17
249,7,-0.88,-0.15
250,1,-0.48,-0.41
250,2,-0.54,-0.29
250,3,-0.50,-0.55
250,4,-0.79,-0.54
250,5,-0.82,-0.64
250,6,-0.84,-0.75
250,7,-0.71,-0.62
251,1,1.03,-0.13
251,2,-0.50,-0.60
251,3,12.67,1.38
251,4,-0.09,-0.37
251,5,0.03,-0.20
251,6,0.26,-0.03
251,7,0.20,-0.05
252,1,16.74,21.14
252,2,-0.13,5.30
252,3,1.79,2.41
252,4,3.34,3.91
252,5,2.51,2.49
252,6,0.92,1.38
252,7,2.26,2.66
254,1,0,-0.25
254,2,-0.71,-0.39
254,3,-0.39,-0.44
254,4,-0.79,-0.70
254,5,-1.34,-0.47
254,6,-1.61,-0.94
254,7,-3.74,-0.83
255,1,0,-0.20
255,2,1.75,-0.13
255,3,-0.67,-0.62
255,4,-0.59,-0.58
255,5,-0.48,-0.28
255,6,0.68,-0.09
255,7,-0.21,-0.35
256,1,-0.55,-0.24
256,2,-0.66,-0.44
256,3,0.94,-0.16
256,4,-0.28,-0.25
256,5,-0.18,0.08
256,6,0.03,0.30
256,7,-0.07,0.05
257,1,-1.00,-0.46
257,2,-3.00,-0.26
257,3,-0.66,-0.24
257,4,-1.00,-0.28
257,5,-1.09,-0.51
257,6,-1.12,-0.57
257,7,-0.72,-0.35
258,1,-0.47,-0.20
258,2,-0.44,-0.10
258,3,-0.50,-0.12
258,4,-0.33,0.07
258,5,-0.46,-0.17
258,6,-0.51,-0.35
258,7,-0.49,-0.34
259,1,0,0
259,2,-1.00,-0.64
259,3,27.96,20.36
259,4,-0.51,-0.62
259,5,0.51,0.04
259,6,-1.03,-0.61
259,7,7.28,-0.14
260,1,-0.50,-0.35
260,2,-0.40,-0.22
260,3,-0.99,-0.93
260,4,-0.79,-1.03
260,5,-0.60,-0.48
260,6,-0.58,-0.41
260,7,-0.45,-0.25
261,1,0,-0.20
261,2,-0.05,-0.13
261,3,1.26,0.57
261,4,1.66,0.42
261,5,-0.00,-0.02
261,6,1.54,1.18
261,7,-0.57,-0.07
262,1,-0.47,-0.20
262,2,-0.40,-0.02
262,3,-0.42,-0.02
262,4,-0.52,-0.25
262,5,-0.49,-0.21
262,6,-0.47,-0.14
262,7,-0.39,-0.03
263,1,-0.59,-0.50
263,2,-0.82,-0.57
263,3,-0.88,-0.24
263,4,-0.80,-0.24
263,5,-0.94,-0.44
263,6,-1.34,-0.73
263,7,-1.41,-0.67
264,1,-0.32,-0.27
264,2,-0.30,-0.23
264,3,-0.65,-0.69
264,4,2.49,-0.17
264,5,3.29,0.03
264,6,1.14,0.01
264,7,0.80,-0.06
265,1,-0.40,-0.17
265,2,-0.41,-0.52
265,3,-0.21,-0.41
265,4,1.20,-0.20
265,5,-0.38,-0.35
265,6,-0.62,-0.47
265,7,-0.69,-0.31
266,1,0,-0.25
266,2,-0.49,-0.27
266,3,-0.89,-0.53
266,4,-0.92,-0.55
266,5,-1.44,-0.39
266,6,-0.52,-0.43
266,7,-0.73,-0.35
267,1,-0.58,-0.41
267,2,-0.81,-0.40
267,3,-0.69,-0.51
267,4,-0.03,0.57
267,5,-0.16,0.04
267,6,0.48,-0.22
267,7,-0.21,-0.39
268,1,0,-0.17
268,2,1.94,1.61
268,3,0.60,-0.21
268,4,17.23,0.55
268,5,2.63,-0.14
268,6,2.42,-0.20
268,7,-0.51,-0.32
269,1,-0.70,-0.33
269,2,-0.34,-0.24
269,3,-0.38,-0.27
269,4,-0.06,-0.27
269,5,-0.28,-0.35
269,6,-0.24,-0.36
269,7,-0.22,-0.37
270,1,-0.36,-0.17
270,2,-0.38,-0.52
270,3,-0.05,-0.35
270,4,0.53,-0.29
270,5,3.16,0.03
270,6,4.04,1.33
270,7,3.75,0.81
271,1,-0.36,-0.17
271,2,-0.36,-0.52
271,3,-0.34,-0.49
271,4,0.01,-0.19
271,5,-0.36,-0.37
271,6,-0.41,-0.60
271,7,-0.59,-0.32
272,1,0,0
272,2,-0.58,0
272,3,-0.30,4.86
272,4,1.60,3.62
272,5,-0.16,2.71
272,6,1.86,5.49
272,7,0.77,1.55
273,1,-0.90,-0.50
273,2,0.81,0.35
273,3,0.07,-0.22
273,4,-0.26,-0.20
273,5,-0.19,-0.24
273,6,0.17,-0.22
273,7,0.91,-0.23
274,1,-0.45,-0.20
274,2,-0.29,-0.22
274,3,-0.51,-0.30
274,4,-0.71,-0.35
274,5,-0.61,-0.57
274,6,-0.50,-0.50
274,7,-0.65,-0.49
275,1,0,0
275,2,0,0
275,3,0,-1.00
275,4,0,-6.20
275,5,0,-7.34
275,6,0,-7.12
275,7,0,-3.57
276,1,0,-0.44
276,2,-0.75,-0.82
276,3,-0.82,-1.15
276,4,-0.74,-0.97
276,5,-0.73,-0.68
276,6,-0.79,-0.64
276,7,-0.64,-0.57
277,1,0,-0.20
277,2,-0.71,-0.32
277,3,-0.71,-0.73
277,4,-0.91,-0.90
277,5,-0.88,-0.66
277,6,-1.02,-0.64
277,7,0.11,-0.35
278,1,3.25,0.15
278,2,-0.84,-0.41
278,3,0.90,0.48
278,4,0.69,-0.43
278,5,-0.56,-0.67
278,6,-0.47,-0.63
278,7,-0.45,-0.51
279,1,-0.10,0.67
279,2,-0.50,-0.22
279,3,-0.03,-0.13
279,4,0.16,0.43
279,5,-0.13,0.55
279,6,0.08,0.99
279,7,-0.03,0.84
280,1,-0.50,-0.36
280,2,0.64,-0.15
280,3,0.98,-0.10
280,4,-0.14,-0.47
280,5,0.37,0.01
280,6,1.48,0.68
280,7,1.05,0.77
281,1,0,-0.58
281,2,0,-0.41
281,3,0,-0.40
281,4,0,0
281,5,0,0
281,6,0,0
281,7,0,0
282,1,0,0
282,2,0,-0.30
282,3,-1.15,-0.44
282,4,-0.68,-0.80
282,5,-0.86,-0.39
282,6,-0.39,-0.33
282,7,-0.21,-0.31
283,1,0.36,0.18
283,2,1.13,-0.60
283,3,3.00,-0.29
283,4,2.11,0.49
283,5,2.77,2.44
283,6,2.06,2.58
283,7,2.56,3.73
284,1,-0.70,0
284,2,-0.70,-0.30
284,3,-0.80,-0.44
284,4,-1.65,-0.57
284,5,-0.81,-0.30
284,6,-0.72,-0.40
284,7,-0.62,-0.35
285,1,0,0
285,2,0,-0.20
285,3,-0.50,-0.27
285,4,-0.79,-0.45
285,5,-0.48,-0.20
285,6,-0.04,0.72
285,7,-0.64,-0.23
287,1,0,0
287,2,0,0
287,3,43.60,15.62
287,4,2.91,3.37
287,5,13.42,19.88
287,6,16.99,8.49
287,7,11.97,14.49
288,1,0,0
288,2,0,-0.20
288,3,-0.60,-0.27
288,4,-0.23,0.42
288,5,-0.43,-0.03
288,6,-0.32,0.65
288,7,5.31,0.14
289,1,-0.70,0
289,2,0,0
289,3,-0.86,-0.70
289,4,0.09,0.82
289,5,6.86,6.60
289,6,5.52,10.97
289,7,3.10,11.36
290,1,0,-0.20
290,2,0,-0.32
290,3,6.54,2.11
290,4,3.49,2.52
290,5,5.74,3.49
290,6,4.84,3.75
290,7,2.79,2.54
291,1,6.82,0.09
291,2,-0.58,-0.62
291,3,-0.58,-0.91
291,4,-0.52,-0.59
291,5,-0.08,0.43
291,6,-0.04,0.19
291,7,-0.12,0.27
292,1,3.54,3.29
292,2,0.00,-0.04
292,3,-0.74,-0.25
292,4,-0.42,-0.24
292,5,-0.55,-0.45
292,6,-0.30,-0.50
292,7,-0.15,-0.23
293,1,-0.46,-0.24
293,2,-0.56,-0.39
293,3,-0.59,-0.57
293,4,-1.03,-0.50
293,5,-1.14,-0.65
293,6,-0.40,-0.54
293,7,-0.43,-0.49
294,1,-0.40,-0.24
294,2,-0.51,-0.37
294,3,-0.54,-0.48
294,4,0.16,0.02
294,5,0.39,-0.37
294,6,1.81,-0.27
294,7,1.96,-0.12
295,1,-0.42,2.16
295,2,0.05,1.91
295,3,0.17,1.69
295,4,0.81,2.84
295,5,1.93,5.16
295,6,2.23,4.46
295,7,1.17,2.15
296,1,0,-0.45
296,2,1.00,-0.48
296,3,0.64,-0.41
296,4,0.22,-0.58
296,5,-0.24,-0.50
296,6,-1.12,-0.59
296,7,0.55,-0.01
297,1,0,-0.24
297,2,-1.22,-0.44
297,3,0.28,-0.51
297,4,-0.26,-0.37
297,5,-0.74,-0.48
297,6,-0.55,-0.47
297,7,-0.44,-0.43
298,1,-0.60,-0.56
298,2,-0.96,-0.68
298,3,-0.71,-0.47
298,4,-0.18,-0.42
298,5,-0.57,-0.62
298,6,-0.35,-0.78
298,7,-0.58,-1.03
299,1,-0.66,-0.45
299,2,-1.00,-0.53
299,3,-0.83,-0.44
299,4,-0.97,-0.48
299,5,-1.04,-0.46
299,6,-0.98,-0.52
299,7,-1.19,-0.92
300,1,-0.54,-0.24
300,2,-0.51,-0.44
300,3,-0.46,-0.42
300,4,-0.32,-0.45
300,5,-0.38,-0.50
300,6,-0.39,-0.45
300,7,-0.47,-0.50
301,1,0,-0.45
301,2,-0.72,-0.64
301,3,0.65,-0.58
301,4,0.99,-0.56
301,5,-0.28,-0.57
301,6,-0.23,-0.65
301,7,-0.10,-0.77
302,1,-0.41,-0.45
302,2,-0.45,-0.59
302,3,-0.76,-0.64
302,4,-0.44,-0.60
302,5,-0.19,-0.36
302,6,0.17,-0.19
302,7,0.20,-0.02
303,1,-0.58,-0.24
303,2,-0.07,1.06
303,3,0.07,1.28
303,4,0.57,0.26
303,5,-1.28,-0.60
303,6,-0.86,-0.49
303,7,-0.31,-0.36
304,1,-0.60,-0.42
304,2,-0.64,-0.41
304,3,-0.40,-0.71
304,4,-0.60,-0.50
304,5,-0.87,-0.29
304,6,-0.92,-0.27
304,7,-0.58,-0.21
305,1,-0.50,-0.33
305,2,-0.62,-0.26
305,3,0.68,-0.29
305,4,-0.12,-0.38
305,5,0.25,-0.47
305,6,-0.40,-0.61
305,7,-0.67,-0.69
306,1,0,-0.25
306,2,-0.58,-0.39
306,3,-0.51,-0.41
306,4,0.14,0.88
306,5,-0.83,0.08
306,6,-1.06,-0.23
306,7,-1.02,-0.67
307,1,-0.97,-0.44
307,2,-1.07,-0.34
307,3,-1.28,-0.84
307,4,-2.10,-1.08
307,5,-0.65,-0.45
307,6,-0.55,0.02
307,7,-0.16,0.28
308,1,0.68,1.89
308,2,-0.49,-0.23
308,3,-0.47,-0.11
308,4,-0.43,-0.06
308,5,-0.29,-0.03
308,6,-0.19,-0.05
308,7,-0.05,-0.11
309,1,0,-0.41
309,2,-1.03,-0.43
309,3,-1.93,-0.66
309,4,-0.66,-0.69
309,5,-0.72,-0.69
309,6,-0.65,-0.63
309,7,-0.88,-0.63
310,1,-0.45,-0.25
310,2,-0.50,-0.39
310,3,13.80,7.62
310,4,2.99,5.17
310,5,3.58,16.53
310,6,0.47,3.22
310,7,-0.27,0.61
311,1,0,-0.20
311,2,-0.14,-0.04
311,3,0.19,2.01
311,4,-0.48,-0.25
311,5,-0.55,-0.04
311,6,-0.71,-0.36
311,7,-0.89,-0.39
312,1,-0.45,-0.35
312,2,-0.66,-0.22
312,3,-0.63,-0.66
312,4,-0.64,-0.76
312,5,-0.48,-0.41
312,6,-0.61,-0.44
312,7,-0.54,-0.41
313,1,14.84,15.17
313,2,3.11,0.95
313,3,1.90,2.30
313,4,0.91,8.87
313,5,0.79,2.96
313,6,0.63,0.32
313,7,0.70,0.50
314,1,1.86,0.28
314,2,-0.33,-0.15
314,3,-0.36,-0.62
314,4,-0.31,-0.25
314,5,0.05,0.59
314,6,0.14,0.23
314,7,-0.12,0.02
315,1,-0.27,0.91
315,2,0.61,0.46
315,3,0.84,1.79
315,4,0.93,3.67
315,5,2.51,3.69
315,6,2.30,0.50
315,7,2.41,0.99
316,1,-0.54,-0.24
316,2,-0.24,-0.30
316,3,0.73,0.24
316,4,0.66,0.13
316,5,-0.46,-0.14
316,6,-0.25,-0.04
316,7,-0.12,-0.26
317,1,0,-0.05
317,2,0,-0.26
317,3,2.25,-0.22
317,4,-0.68,-0.27
317,5,-0.42,-0.36
317,6,0.04,-0.28
317,7,-0.69,-0.43
318,1,0,-0.20
318,2,-0.54,-0.23
318,3,-0.80,-0.28
318,4,-0.14,0.01
318,5,-0.11,0.28
318,6,0.40,0.13
318,7,2.07,0.33
319,1,0,-0.17
319,2,2.31,1.61
319,3,0.32,-0.18
319,4,-0.68,-0.44
319,5,-0.41,-0.31
319,6,-0.33,-0.42
319,7,-0.73,-0.32
320,1,0,-0.20
320,2,-0.71,-0.32
320,3,-0.82,-0.78
320,4,-0.78,-0.90
320,5,-0.62,-0.67
320,6,-0.33,-0.36
320,7,-0.95,-0.56
321,1,-0.35,-0.17
321,2,-0.09,0.00
321,3,6.31,1.65
321,4,0.63,0.10
321,5,1.38,0.06
321,6,0.14,-0.05
321,7,-0.78,-0.32
322,1,0,0
322,2,0,2.46
322,3,-0.49,-0.25
322,4,-0.32,-0.10
322,5,2.44,0.94
322,6,2.79,0.01
322,7,-0.49,-0.44
323,1,0,-0.24
323,2,-0.62,-0.43
323,3,-0.65,-0.25
323,4,-0.54,-0.41
323,5,-0.14,-0.38
323,6,0.71,-0.04
323,7,0.11,-0.16
324,1,1.74,-0.29
324,2,0,-0.26
324,3,4.49,-0.29
324,4,-0.25,-0.37
324,5,-0.44,-0.47
324,6,0.85,-0.58
324,7,0.83,-0.58
325,1,0.17,0.28
325,2,0.74,0.33
325,3,2.39,0.36
325,4,-0.48,-0.41
325,5,-1.06,-0.28
325,6,-1.29,-0.30
325,7,-0.85,-0.02
326,1,0,-0.24
326,2,-0.65,-0.44
326,3,0.42,-0.23
326,4,4.11,0.19
326,5,4.74,0.75
326,6,7.21,1.93
326,7,7.51,1.84
327,1,-0.40,-0.20
327,2,-0.43,-0.32
327,3,-0.44,-0.28
327,4,-0.32,0.10
327,5,-0.36,-0.42
327,6,-0.38,-0.51
327,7,-0.40,-0.46
328,1,-0.61,-0.20
328,2,-0.46,-0.24
328,3,-0.49,-0.33
328,4,-0.54,-0.38
328,5,-0.51,-0.48
328,6,-0.59,-0.40
328,7,-0.78,-0.43
329,1,1.33,1.63
329,2,2.29,1.73
329,3,1.85,1.05
329,4,1.43,0.23
329,5,4.39,1.25
329,6,2.83,-0.15
329,7,2.00,-0.23
330,1,-0.99,-0.45
330,2,-0.60,-0.48
330,3,0.21,0.70
330,4,-0.71,-0.37
330,5,-0.31,-0.37
330,6,1.05,0.05
330,7,0.62,0.15
331,1,4.03,5.80
331,2,0.86,2.08
331,3,5.41,8.28
331,4,3.55,6.54
331,5,1.55,3.08
331,6,1.10,1.84
331,7,2.22,2.43
332,1,1.72,0.12
332,2,0.31,-0.21
332,3,2.63,-0.01
332,4,1.62,0.47
332,5,2.69,2.89
332,6,15.88,2.36
332,7,9.69,2.84
333,1,-0.58,-0.17
333,2,1.74,0.00
333,3,-0.03,-0.17
333,4,-0.17,-0.34
333,5,0.93,-0.06
333,6,-0.18,-0.27
333,7,-1.04,-0.31
334,1,-0.40,-0.33
334,2,-0.43,-0.68
334,3,0.29,4.13
334,4,0.16,3.34
334,5,-0.51,1.50
334,6,-0.50,1.17
334,7,-0.53,0.78
335,1,-0.58,-0.41
335,2,0.39,-0.36
335,3,-0.84,-0.63
335,4,-1.17,-0.71
335,5,-0.66,-0.68
335,6,-0.94,-0.80
335,7,-1.43,-0.72
336,1,-0.88,-0.24
336,2,-1.37,0.01
336,3,-0.76,0.30
336,4,-0.56,1.01
336,5,-0.89,-0.05
336,6,-1.53,-0.56
336,7,-1.45,-0.54
337,1,0,-0.20
337,2,-1.21,-0.24
337,3,-0.79,-0.32
337,4,-0.51,-0.33
337,5,-0.54,-0.28
337,6,-2.05,-0.38
337,7,-1.25,-0.37
338,1,-0.43,-0.24
338,2,-0.61,-0.41
338,3,-0.46,-0.48
338,4,-0.19,-0.06
338,5,-0.34,-0.01
338,6,-0.48,-0.19
338,7,-0.42,-0.09
339,1,-0.60,-0.35
339,2,-0.65,0.74
339,3,-0.93,-0.10
339,4,0.08,0.58
339,5,1.09,1.83
339,6,2.47,3.41
339,7,0.62,1.44
340,1,-0.70,-0.42
340,2,-0.64,-0.60
340,3,0.89,0.58
340,4,0.44,-0.19
340,5,-0.27,-0.23
340,6,0.04,-0.14
340,7,0.17,-0.01
341,1,-0.50,-0.24
341,2,-0.52,-0.37
341,3,-0.64,-0.60
341,4,-0.53,-0.26
341,5,-1.83,-0.71
341,6,-1.14,-0.65
341,7,-1.08,-0.58
342,1,-0.81,-0.42
342,2,-1.04,-0.60
342,3,-0.98,-0.95
342,4,-0.89,-0.56
342,5,-1.09,-0.32
342,6,-1.01,-0.33
342,7,-1.32,-0.32
343,1,-0.64,-0.20
343,2,-0.39,-0.04
343,3,0.74,1.48
343,4,1.09,0.69
343,5,-0.46,0.25
343,6,-0.45,-0.05
343,7,-0.63,-0.29
344,1,-0.57,-0.33
344,2,0.37,-0.24
344,3,1.78,-0.27
344,4,0.35,-0.36
344,5,-1.40,-0.46
344,6,-1.11,-0.59
344,7,-1.15,-0.65
345,1,0,-0.13
345,2,-0.34,-0.55
345,3,0.56,-0.37
345,4,-0.07,-0.33
345,5,0.89,-0.26
345,6,1.44,-0.06
345,7,3.57,0.51
346,1,0,-0.17
346,2,0,-0.52
346,3,2.70,0.14
346,4,0.84,0.24
346,5,0.41,-0.14
346,6,0.07,-0.30
346,7,1.17,-0.04
347,1,-0.33,-0.09
347,2,0,0
347,3,-0.02,0.16
347,4,-0.09,0.16
347,5,-0.21,0.02
347,6,-0.24,0.04
347,7,-0.30,0.03
348,1,0,-0.20
348,2,2.40,-0.06
348,3,-0.03,-0.29
348,4,-2.07,-0.41
348,5,-1.09,-0.37
348,6,0.61,-0.23
348,7,-0.67,-0.33
349,1,0.33,1.01
349,2,-0.56,-0.59
349,3,0.39,0.24
349,4,-0.43,-0.40
349,5,-0.07,-0.22
349,6,-0.16,-0.40
349,7,0.26,-0.07
350,1,-0.63,-0.09
350,2,0,0
350,3,0.56,1.72
350,4,0.33,1.43
350,5,-0.14,0.78
350,6,-0.47,0.41
350,7,-0.79,0.07
351,1,169.00,107.15
351,2,53.24,26.15
351,3,32.11,66.24
351,4,46.02,59.50
351,5,28.26,30.04
351,6,13.80,10.43
351,7,7.62,6.32
352,1,-0.04,-0.40
352,2,-0.81,-0.06
352,3,-0.64,-1.07
352,4,-1.57,-1.88
352,5,-1.13,-1.06
352,6,-1.37,-1.08
352,7,-1.10,-1.43
353,1,-0.70,-0.28
353,2,0,0
353,3,-0.05,0.35
353,4,-2.00,-0.87
353,5,-3.97,-0.24
353,6,-0.13,1.14
353,7,-0.51,0.50
354,1,0,0
354,2,-0.50,-0.28
354,3,6.43,2.35
354,4,0.52,0.47
354,5,1.95,2.37
354,6,5.35,7.92
354,7,5.87,7.85
355,1,16.73,30.54
355,2,36.49,18.91
355,3,9.45,12.77
355,4,16.14,7.12
355,5,24.29,4.28
355,6,22.46,5.87
355,7,22.16,6.22
356,1,0,1.09
356,2,48.16,0.07
356,3,36.61,0.24
356,4,18.08,0.18
356,5,14.25,0.68
356,6,20.25,2.29
356,7,20.53,2.26
357,1,0,-0.25
357,2,-2.83,-0.39
357,3,-11.24,0.01
357,4,-0.52,0.20
357,5,-0.39,-0.19
357,6,-1.17,-0.57
357,7,-0.97,-0.32
358,1,-0.45,-0.20
358,2,-0.64,-0.30
358,3,2.91,-0.19
358,4,-0.79,-0.21
358,5,-0.79,-0.28
358,6,-0.13,-0.08
358,7,0.28,0.11
359,1,9.47,3.18
359,2,13.72,10.48
359,3,11.47,5.58
359,4,8.15,3.12
359,5,1.38,1.72
359,6,1.90,2.45
359,7,5.00,5.41
360,1,-0.71,-0.41
360,2,-0.61,-0.20
360,3,-0.77,-0.54
360,4,-0.98,-0.69
360,5,-1.78,-0.78
360,6,-1.56,-0.81
360,7,-1.32,-0.60
361,1,-0.50,-0.25
361,2,2.52,1.83
361,3,4.69,2.33
361,4,0.28,0.36
361,5,0.53,0.02
361,6,0.04,-0.03
361,7,0.07,0.27
362,1,0.07,0.76
362,2,12.01,3.20
362,3,2.59,1.51
362,4,1.24,1.69
362,5,1.44,2.47
362,6,0.68,1.34
362,7,1.48,2.02
363,1,0,-0.24
363,2,-0.36,-0.43
363,3,0.37,-0.35
363,4,-0.17,-0.33
363,5,-0.56,-0.61
363,6,-0.16,-0.42
363,7,-0.17,-0.42
364,1,0.38,-0.29
364,2,-0.86,-0.24
364,3,0.25,-0.19
364,4,1.42,-0.03
364,5,1.18,0.05
364,6,1.27,0.28
364,7,1.15,0.29
365,1,-0.91,-0.33
365,2,-0.70,-0.25
365,3,-0.58,-0.28
365,4,-0.59,-0.33
365,5,-0.59,-0.38
365,6,-0.85,-0.51
365,7,-0.80,-0.57
366,1,-0.82,-0.41
366,2,-0.74,-0.43
366,3,-0.18,-0.24
366,4,-0.51,-0.35
366,5,0.34,0.30
366,6,-1.42,-0.75
366,7,-2.59,-0.76
367,1,-0.58,-0.50
367,2,0,0
367,3,0.34,-0.49
367,4,1.18,-0.28
367,5,0.66,-0.37
367,6,0.83,-0.40
367,7,0.99,-0.23
368,1,4.81,0.72
368,2,1.33,-0.23
368,3,6.20,-0.02
368,4,2.43,0.04
368,5,2.32,-0.02
368,6,31.05,0.97
368,7,33.76,4.67
369,1,-0.65,-0.46
369,2,-0.58,-0.26
369,3,1.30,-0.21
369,4,1.90,-0.22
369,5,0.14,-0.23
369,6,1.11,0.55
369,7,1.68,1.35
370,1,0,-0.20
370,2,-0.92,-0.32
370,3,-0.95,-0.78
370,4,-0.92,-0.62
370,5,-1.49,-0.81
370,6,-1.55,-0.74
370,7,-1.69,-0.50
371,1,-0.47,-0.36
371,2,-0.47,-0.56
371,3,-0.68,-1.12
371,4,-1.23,-1.69
371,5,0.51,-0.31
371,6,-1.73,-0.74
371,7,-0.56,-0.71
372,1,0,-0.20
372,2,-0.50,-0.30
372,3,-0.44,-0.21
372,4,1.43,-0.18
372,5,-0.73,-0.27
372,6,-0.68,-0.42
372,7,-1.43,-0.55
373,1,-1.00,-0.35
373,2,-0.58,-0.22
373,3,-0.32,0.13
373,4,0.45,1.60
373,5,0.15,0.01
373,6,-0.50,-0.14
373,7,-0.22,0.05
374,1,0,-0.35
374,2,-0.70,-0.22
374,3,-0.07,0.35
374,4,-0.20,0.43
374,5,-0.65,-0.34
374,6,-0.92,-0.41
374,7,-1.02,-0.49
375,1,0.48,-0.05
375,2,-0.49,-0.37
375,3,2.22,0.70
375,4,3.30,0.79
375,5,0.48,0.37
375,6,-0.33,0.08
375,7,-0.56,-0.28
376,1,-0.38,-0.20
376,2,-0.28,-0.30
376,3,-0.43,-0.22
376,4,-1.24,-0.22
376,5,-0.72,-0.27
376,6,-1.02,-0.65
376,7,-1.29,-0.92
377,1,-0.91,-0.36
377,2,-1.26,-0.47
377,3,0.62,1.11
377,4,-0.33,-0.40
377,5,-0.82,-0.38
377,6,-0.70,-0.41
377,7,-0.66,-0.52
378,1,0,-0.20
378,2,-1.05,-0.24
378,3,-0.84,-0.29
378,4,-0.84,-0.41
378,5,-1.03,-0.40
378,6,-0.44,-0.17
378,7,0.57,-0.07
379,1,-0.45,-0.56
379,2,-0.64,-0.75
379,3,-0.12,0.23
379,4,-0.52,-0.38
379,5,-0.50,-0.28
379,6,-0.89,-0.94
379,7,-0.69,-0.99
380,1,0,-0.41
380,2,0.05,-0.22
380,3,0.83,-0.17
380,4,2.30,-0.17
380,5,-0.45,-0.69
380,6,0.07,-0.32
380,7,0.91,0.41
381,1,-0.33,-0.24
381,2,-0.47,-0.44
381,3,0.57,-0.46
381,4,0.73,-0.37
381,5,20.78,1.22
381,6,6.80,0.17
381,7,3.68,-0.04
382,1,0,-0.50
382,2,-0.45,0
382,3,-0.97,-0.50
382,4,-2.47,-0.67
382,5,-1.86,-0.62
382,6,-1.99,-0.79
382,7,-1.99,-0.92
383,1,0,-0.25
383,2,-0.58,-0.39
383,3,-0.71,-0.61
383,4,-0.42,-0.48
383,5,-0.56,-0.34
383,6,-1.53,-0.64
383,7,-2.15,-0.39
384,1,15.00,1.11
384,2,5.98,-0.20
384,3,0.04,-0.40
384,4,-0.19,-0.10
384,5,-2.45,-0.53
384,6,-0.76,-0.61
384,7,-1.70,-0.52
385,1,-0.54,-0.56
385,2,-0.55,-0.62
385,3,-0.55,-0.32
385,4,-0.85,-0.44
385,5,-1.25,-0.64
385,6,-1.27,-1.06
385,7,-1.43,-1.18
386,1,-0.58,-0.28
386,2,-0.58,-0.28
386,3,-0.60,-0.59
386,4,-1.34,-1.80
386,5,-0.47,0.35
386,6,-0.58,-0.54
386,7,-0.56,-0.49
387,1,17.00,0.92
